crm_id,deal_name,company_name,stage,amount,days_stalled,rep_touchpoints,client_engagement_index,calculated_flight_risk,predicted_cycle_days,est_days_left,flight_risk_pct,crm_source
507475196106,"Stewart, Herrera and Clark - Q3 License","Stewart, Herrera and Clark",contractsent,20200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507562450124,"Rivera, Hendricks and Flynn - Q3 License","Rivera, Hendricks and Flynn",appointmentscheduled,51900.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507476942022,Montes LLC - Q3 License,Montes LLC,contractsent,19700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507581922501,Morgan Group - Q3 License,Morgan Group,presentationscheduled,27700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507518492918,Larson LLC - Q3 License,Larson LLC,appointmentscheduled,9500.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507487825111,"Hodge, Mckinney and Nelson - Q3 License","Hodge, Mckinney and Nelson",decisionmakerboughtin,6800.0,1,0,0.48,15.8,8.0,7.0,15.8,hubspot
507502264510,Crawford and Sons - Q3 License,Crawford and Sons,qualifiedtobuy,55700.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507447537912,Warren and Sons - Q3 License,Warren and Sons,qualifiedtobuy,23000.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507528725751,"Johnson, Webb and Porter - Q3 License","Johnson, Webb and Porter",qualifiedtobuy,106800.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507541057778,Short PLC - Q3 License,Short PLC,qualifiedtobuy,9600.0,1,0,0.48,10.1,9.0,8.0,10.1,hubspot
507494991075,"Haney, Harris and Johnson - Q3 License","Haney, Harris and Johnson",presentationscheduled,11800.0,1,0,0.48,3.4,8.0,7.0,3.4,hubspot
507509636303,Reeves-Boyd - Q3 License,Reeves-Boyd,presentationscheduled,5000.0,1,0,0.48,15.7,8.0,7.0,15.7,hubspot
507555205348,Collins Inc - Q3 License,Collins Inc,qualifiedtobuy,15600.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507532247253,"Charles, Wiggins and Cook - Q3 License","Charles, Wiggins and Cook",appointmentscheduled,63900.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507528726721,"Edwards, Lane and Collins - Q3 License","Edwards, Lane and Collins",qualifiedtobuy,45000.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507562450153,Hill-Flores - Q3 License,Hill-Flores,qualifiedtobuy,24900.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507541058747,Lambert-Nelson - Q3 License,Lambert-Nelson,presentationscheduled,29200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507539176680,"Castro, Garcia and Daniels - Q3 License","Castro, Garcia and Daniels",appointmentscheduled,17100.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507551572189,Austin-Morgan - Q3 License,Austin-Morgan,appointmentscheduled,8200.0,1,0,0.48,10.1,8.0,7.0,10.1,hubspot
507487826112,"Williams, Reyes and Miller - Q3 License","Williams, Reyes and Miller",contractsent,62700.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507494992074,"Soto, Vaughn and Griffin - Q3 License","Soto, Vaughn and Griffin",appointmentscheduled,52100.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507576416442,Edwards-Roth - Q3 License,Edwards-Roth,qualifiedtobuy,282600.0,1,0,0.48,3.2,8.0,7.0,3.2,hubspot
507578365133,Callahan PLC - Q3 License,Callahan PLC,appointmentscheduled,43000.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507565923571,Durham-Myers - Q3 License,Durham-Myers,presentationscheduled,34700.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507604372722,"Stark, Rivera and Valencia - Q3 License","Stark, Rivera and Valencia",qualifiedtobuy,13200.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507541058783,Chavez-Johnson - Q3 License,Chavez-Johnson,appointmentscheduled,35100.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507604373738,Campbell LLC - Q3 License,Campbell LLC,appointmentscheduled,42600.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507452932318,"Andrews, Romero and Sullivan - Q3 License","Andrews, Romero and Sullivan",presentationscheduled,64200.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507604373742,Patel-Morales - Q3 License,Patel-Morales,appointmentscheduled,54200.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507487826135,Peterson Ltd - Q3 License,Peterson Ltd,decisionmakerboughtin,38400.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507491340515,"Reynolds, Baird and Bradley - Q3 License","Reynolds, Baird and Bradley",appointmentscheduled,13400.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507549896908,Stephens-Young - Q3 License,Stephens-Young,qualifiedtobuy,17900.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507539178689,"Caldwell, Stevenson and Joseph - Q3 License","Caldwell, Stevenson and Joseph",presentationscheduled,34600.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507458420922,Wilson-Carlson - Q3 License,Wilson-Carlson,qualifiedtobuy,37700.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507478821112,Peters-Short - Q3 License,Peters-Short,qualifiedtobuy,11500.0,1,0,0.48,3.4,8.0,7.0,3.4,hubspot
507581923546,George Ltd - Q3 License,George Ltd,appointmentscheduled,47000.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507475197161,"Brown, Robinson and Taylor - Q3 License","Brown, Robinson and Taylor",appointmentscheduled,8700.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507583632574,"Berger, Fields and Smith - Q3 License","Berger, Fields and Smith",decisionmakerboughtin,26500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507502265551,"Carter, Gilbert and West - Q3 License","Carter, Gilbert and West",qualifiedtobuy,32500.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507502265553,Maldonado LLC - Q3 License,Maldonado LLC,appointmentscheduled,22200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507578365173,Hudson-Gentry - Q3 License,Hudson-Gentry,contractsent,6000.0,1,0,0.48,22.8,8.0,7.0,22.8,hubspot
507544475890,"Haas, Cooper and Davis - Q3 License","Haas, Cooper and Davis",contractsent,23300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507494993090,Carr PLC - Q3 License,Carr PLC,qualifiedtobuy,49400.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507452933306,Abbott-Phelps - Q3 License,Abbott-Phelps,qualifiedtobuy,17000.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507583632590,"Long, Flores and Reyes - Q3 License","Long, Flores and Reyes",presentationscheduled,84900.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507539179718,Wells and Sons - Q3 License,Wells and Sons,presentationscheduled,59100.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507476943082,"Cruz, Middleton and Larsen - Q3 License","Cruz, Middleton and Larsen",presentationscheduled,31700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507541059793,Roberts Ltd - Q3 License,Roberts Ltd,appointmentscheduled,74000.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507447540951,"Smith, Griffith and Tucker - Q3 License","Smith, Griffith and Tucker",presentationscheduled,21800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507509639372,Proctor-Taylor - Q3 License,Proctor-Taylor,presentationscheduled,12300.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507544476868,May Group - Q3 License,May Group,appointmentscheduled,92600.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507458420962,English-Dominguez - Q3 License,English-Dominguez,presentationscheduled,27200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507560611019,Arnold-Cole - Q3 License,Arnold-Cole,contractsent,79800.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507500595433,Perez-Coleman - Q3 License,Perez-Coleman,decisionmakerboughtin,13000.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507535781104,Joseph LLC - Q3 License,Joseph LLC,appointmentscheduled,18500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507562454209,House-Johnston - Q3 License,House-Johnston,decisionmakerboughtin,26700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507539179732,Bush-Wilson - Q3 License,Bush-Wilson,presentationscheduled,9000.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507447540964,Nixon-Miller - Q3 License,Nixon-Miller,qualifiedtobuy,15900.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507541059819,"Simon, Terrell and Terrell - Q3 License","Simon, Terrell and Terrell",appointmentscheduled,87600.0,1,0,0.48,3.8,9.0,8.0,3.8,hubspot
507549897920,"Davis, Kennedy and Harmon - Q3 License","Davis, Kennedy and Harmon",presentationscheduled,28300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507458420983,Austin-Berger - Q3 License,Austin-Berger,decisionmakerboughtin,23500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507494993131,"Osborne, Harrison and Hunt - Q3 License","Osborne, Harrison and Hunt",contractsent,88000.0,1,0,0.48,3.8,9.0,8.0,3.8,hubspot
507560611038,Yu-Yates - Q3 License,Yu-Yates,contractsent,35800.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507555207370,Jackson-Neal - Q3 License,Jackson-Neal,qualifiedtobuy,74400.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507491342557,"Curry, Acosta and Elliott - Q3 License","Curry, Acosta and Elliott",presentationscheduled,16000.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507562454229,Berry Ltd - Q3 License,Berry Ltd,qualifiedtobuy,8700.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507469673702,Lamb-Weber - Q3 License,Lamb-Weber,qualifiedtobuy,109500.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507487827183,Washington-Martinez - Q3 License,Washington-Martinez,appointmentscheduled,22100.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507544476904,Anderson-Campbell - Q3 License,Anderson-Campbell,appointmentscheduled,6600.0,1,0,0.48,22.8,8.0,7.0,22.8,hubspot
507572959446,Kent Ltd - Q3 License,Kent Ltd,presentationscheduled,12900.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507476944093,Hopkins LLC - Q3 License,Hopkins LLC,presentationscheduled,18300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507475198192,Green Ltd - Q3 License,Green Ltd,contractsent,26600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507551575271,Washington PLC - Q3 License,Washington PLC,appointmentscheduled,64000.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507549897954,Larson and Sons - Q3 License,Larson and Sons,decisionmakerboughtin,35100.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507504071910,"Jackson, Lane and Wilkinson - Q3 License","Jackson, Lane and Wilkinson",appointmentscheduled,14700.0,1,0,0.48,3.9,8.0,7.0,3.9,hubspot
507585292476,Jackson Group - Q3 License,Jackson Group,contractsent,16500.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507585292479,"Hall, Vega and Price - Q3 License","Hall, Vega and Price",presentationscheduled,24500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507564172486,Thomas-Berg - Q3 License,Thomas-Berg,presentationscheduled,29800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507551575288,"Blanchard, Davis and Schmidt - Q3 License","Blanchard, Davis and Schmidt",presentationscheduled,27200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507562455273,Blanchard-Reynolds - Q3 License,Blanchard-Reynolds,qualifiedtobuy,21800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507544477943,"Garrison, Rogers and Adams - Q3 License","Garrison, Rogers and Adams",qualifiedtobuy,28400.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507564172496,Scott PLC - Q3 License,Scott PLC,qualifiedtobuy,39000.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507560612069,Murray-Leonard - Q3 License,Murray-Leonard,qualifiedtobuy,60700.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507581925608,Navarro PLC - Q3 License,Navarro PLC,qualifiedtobuy,29800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507520302269,"Kaiser, Edwards and Smith - Q3 License","Kaiser, Edwards and Smith",appointmentscheduled,110300.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507516853436,Decker Inc - Q3 License,Decker Inc,contractsent,40300.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507604376773,Davis-Garcia - Q3 License,Davis-Garcia,appointmentscheduled,38200.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507532250358,Bell-Hardy - Q3 License,Bell-Hardy,qualifiedtobuy,8800.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507507855606,Lee-Johnson - Q3 License,Lee-Johnson,appointmentscheduled,5000.0,1,0,0.48,15.7,8.0,7.0,15.7,hubspot
507494995142,Brown PLC - Q3 License,Brown PLC,qualifiedtobuy,40600.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507528729827,Gates and Sons - Q3 License,Gates and Sons,qualifiedtobuy,36100.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507447542008,Douglas-Yoder - Q3 License,Douglas-Yoder,presentationscheduled,28300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507509641419,"Pratt, Lopez and Rodriguez - Q3 License","Pratt, Lopez and Rodriguez",presentationscheduled,73300.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507578369257,Hammond-Schwartz - Q3 License,Hammond-Schwartz,presentationscheduled,65700.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507565927624,"Carrillo, Morris and Martin - Q3 License","Carrillo, Morris and Martin",contractsent,25000.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507564172537,Price-Ferrell - Q3 License,Price-Ferrell,appointmentscheduled,20300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507486044349,Sosa-Baker - Q3 License,Sosa-Baker,presentationscheduled,17700.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507502266599,Mendez Inc - Q3 License,Mendez Inc,presentationscheduled,43600.0,1,0,0.48,4.0,9.0,8.0,4.0,hubspot
507487829197,Baldwin-Garcia - Q3 License,Baldwin-Garcia,presentationscheduled,24000.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507555208408,Waters-Smith - Q3 License,Waters-Smith,qualifiedtobuy,6800.0,1,0,0.48,15.8,8.0,7.0,15.8,hubspot
507487829202,Hernandez-Bowman - Q3 License,Hernandez-Bowman,presentationscheduled,21000.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507578370242,Ortega LLC - Q3 License,Ortega LLC,contractsent,56100.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507511396587,Graves Group - Q3 License,Graves Group,presentationscheduled,23400.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507475201247,Fernandez Inc - Q3 License,Fernandez Inc,appointmentscheduled,16800.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507548015843,Finley-Meyers - Q3 License,Finley-Meyers,presentationscheduled,8700.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507544481008,Martinez-Nichols - Q3 License,Martinez-Nichols,presentationscheduled,26100.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507476946118,Cook-Turner - Q3 License,Cook-Turner,contractsent,20200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507507856613,Chen Ltd - Q3 License,Chen Ltd,qualifiedtobuy,13700.0,1,0,0.48,3.1,9.0,8.0,3.1,hubspot
507478825155,Diaz LLC - Q3 License,Diaz LLC,decisionmakerboughtin,25800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507478825158,"Harris, Spencer and Ponce - Q3 License","Harris, Spencer and Ponce",presentationscheduled,29500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507516854463,Moss-Taylor - Q3 License,Moss-Taylor,appointmentscheduled,22600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507447543013,Johnson PLC - Q3 License,Johnson PLC,qualifiedtobuy,37100.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507548015860,Levy-Smith - Q3 License,Levy-Smith,appointmentscheduled,18600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507511397573,Brown-French - Q3 License,Brown-French,appointmentscheduled,20300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507581928672,Sullivan and Sons - Q3 License,Sullivan and Sons,appointmentscheduled,39600.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507578370293,"Hernandez, Riley and Buckley - Q3 License","Hernandez, Riley and Buckley",appointmentscheduled,16800.0,1,0,0.48,3.5,8.0,7.0,3.5,hubspot
507502267584,Moss Group - Q3 License,Moss Group,presentationscheduled,21300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507564173547,Haynes and Sons - Q3 License,Haynes and Sons,appointmentscheduled,40800.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507516854492,Hoover-Davis - Q3 License,Hoover-Davis,decisionmakerboughtin,36700.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507476947130,"Jackson, Garza and Meyers - Q3 License","Jackson, Garza and Meyers",qualifiedtobuy,83100.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507580124375,"Walker, Brock and Simmons - Q3 License","Walker, Brock and Simmons",qualifiedtobuy,5000.0,1,0,0.48,15.7,8.0,7.0,15.7,hubspot
507500599544,"Gregory, Nguyen and Daugherty - Q3 License","Gregory, Nguyen and Daugherty",contractsent,20000.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507548016837,"Gardner, Morris and Oconnell - Q3 License","Gardner, Morris and Oconnell",contractsent,71500.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507447543995,Duran PLC - Q3 License,Duran PLC,qualifiedtobuy,8500.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507560614104,Rogers Inc - Q3 License,Rogers Inc,appointmentscheduled,5000.0,1,0,0.48,15.7,8.0,7.0,15.7,hubspot
507544484047,Thomas-Perry - Q3 License,Thomas-Perry,presentationscheduled,47000.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507452937442,"Wood, Martin and Sanchez - Q3 License","Wood, Martin and Sanchez",qualifiedtobuy,36100.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507583637722,Mann PLC - Q3 License,Mann PLC,presentationscheduled,13700.0,1,0,0.48,3.1,9.0,8.0,3.1,hubspot
507514935537,Butler-Aguirre - Q3 License,Butler-Aguirre,decisionmakerboughtin,32500.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507551577335,Schwartz-Harris - Q3 License,Schwartz-Harris,decisionmakerboughtin,18000.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507583637737,Bishop Inc - Q3 License,Bishop Inc,presentationscheduled,5000.0,1,0,0.48,15.7,8.0,7.0,15.7,hubspot
507549901038,"White, Porter and Clements - Q3 License","White, Porter and Clements",qualifiedtobuy,15000.0,1,0,0.48,3.9,8.0,7.0,3.9,hubspot
507494996199,"Serrano, Turner and Barnes - Q3 License","Serrano, Turner and Barnes",qualifiedtobuy,12100.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507578371312,"Young, Wilson and Moreno - Q3 License","Young, Wilson and Moreno",presentationscheduled,24200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507500600545,Montgomery PLC - Q3 License,Montgomery PLC,presentationscheduled,19300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507452937463,"Robinson, Townsend and Hopkins - Q3 License","Robinson, Townsend and Hopkins",presentationscheduled,56300.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507535789302,Brown-Rodriguez - Q3 License,Brown-Rodriguez,appointmentscheduled,6700.0,1,0,0.48,20.8,8.0,7.0,20.8,hubspot
507528731879,Thompson-Santiago - Q3 License,Thompson-Santiago,qualifiedtobuy,46500.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507564174558,Clark-King - Q3 License,Clark-King,appointmentscheduled,131300.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507494996211,"Trujillo, Chang and Williams - Q3 License","Trujillo, Chang and Williams",presentationscheduled,20200.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507576419548,"Williams, Medina and Moore - Q3 License","Williams, Medina and Moore",qualifiedtobuy,38500.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507532253375,Jacobson Ltd - Q3 License,Jacobson Ltd,decisionmakerboughtin,7000.0,1,0,0.48,13.8,8.0,7.0,13.8,hubspot
507532253377,Watkins-Nguyen - Q3 License,Watkins-Nguyen,qualifiedtobuy,5000.0,1,0,0.48,15.7,8.0,7.0,15.7,hubspot
507516856509,Burgess LLC - Q3 License,Burgess LLC,presentationscheduled,58400.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507581929717,Maxwell LLC - Q3 License,Maxwell LLC,presentationscheduled,29600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507458426056,Kane-Bennett - Q3 License,Kane-Bennett,qualifiedtobuy,76300.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507475203272,Brown-Graham - Q3 License,Brown-Graham,appointmentscheduled,9900.0,1,0,0.48,3.4,9.0,8.0,3.4,hubspot
507541064951,Hughes and Sons - Q3 License,Hughes and Sons,presentationscheduled,132600.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507535790292,Cortez-Chen - Q3 License,Cortez-Chen,presentationscheduled,41600.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507541065915,Harris-Martinez - Q3 License,Harris-Martinez,appointmentscheduled,37100.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507507858654,"Carroll, Ramirez and Rodriguez - Q3 License","Carroll, Ramirez and Rodriguez",presentationscheduled,29900.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507549902052,Ellis-Jackson - Q3 License,Ellis-Jackson,decisionmakerboughtin,8500.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507518500071,Robinson-Phillips - Q3 License,Robinson-Phillips,decisionmakerboughtin,87900.0,1,0,0.48,3.8,9.0,8.0,3.8,hubspot
507541065928,"Whitehead, Lane and Tran - Q3 License","Whitehead, Lane and Tran",appointmentscheduled,44500.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507447545047,Atkins-Robinson - Q3 License,Atkins-Robinson,qualifiedtobuy,8500.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507509644503,Riley-Snow - Q3 License,Riley-Snow,appointmentscheduled,22500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507494997220,"Shah, Mcintyre and Villanueva - Q3 License","Shah, Mcintyre and Villanueva",presentationscheduled,95100.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507544485109,Baird-Williams - Q3 License,Baird-Williams,qualifiedtobuy,27900.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507544485111,Quinn-Gordon - Q3 License,Quinn-Gordon,appointmentscheduled,6800.0,1,0,0.48,15.8,8.0,7.0,15.8,hubspot
507572962513,Schmidt-Mendoza - Q3 License,Schmidt-Mendoza,qualifiedtobuy,60700.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507516856557,"Nicholson, Chavez and Allen - Q3 License","Nicholson, Chavez and Allen",appointmentscheduled,18500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507469677806,Anderson LLC - Q3 License,Anderson LLC,presentationscheduled,30300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507514936541,Holland Inc - Q3 License,Holland Inc,appointmentscheduled,8700.0,1,0,0.48,11.1,9.0,8.0,11.1,hubspot
507486049483,Castillo LLC - Q3 License,Castillo LLC,appointmentscheduled,33900.0,1,0,0.48,3.3,9.0,8.0,3.3,hubspot
507549903042,"Silva, Bray and Ford - Q3 License","Silva, Bray and Ford",appointmentscheduled,44100.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507565930700,Sawyer Group - Q3 License,Sawyer Group,decisionmakerboughtin,28400.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507580130502,Clarke LLC - Q3 License,Clarke LLC,qualifiedtobuy,70300.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507539186903,"Marshall, Schultz and Dalton - Q3 License","Marshall, Schultz and Dalton",decisionmakerboughtin,35200.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507473309942,Cruz Ltd - Q3 License,Cruz Ltd,qualifiedtobuy,35200.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507578372333,Schmidt-Phillips - Q3 License,Schmidt-Phillips,appointmentscheduled,12400.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507585296608,Wolfe-Salazar - Q3 License,Wolfe-Salazar,qualifiedtobuy,35800.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507578372336,"Norton, French and Miller - Q3 License","Norton, French and Miller",appointmentscheduled,68100.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507478828278,Fitzgerald-Brown - Q3 License,Fitzgerald-Brown,presentationscheduled,15200.0,1,0,0.48,3.9,8.0,7.0,3.9,hubspot
507565930712,"Cox, Williams and Reyes - Q3 License","Cox, Williams and Reyes",contractsent,92900.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507585296617,Harvey-Diaz - Q3 License,Harvey-Diaz,qualifiedtobuy,27600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507548017910,Wong Ltd - Q3 License,Wong Ltd,appointmentscheduled,14600.0,1,0,0.48,3.6,8.0,7.0,3.6,hubspot
507491348721,Castro and Sons - Q3 License,Castro and Sons,presentationscheduled,66000.0,1,0,0.48,3.7,8.0,7.0,3.7,hubspot
507565930719,Zavala and Sons - Q3 License,Zavala and Sons,decisionmakerboughtin,23600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507555211477,"Pitts, Warner and Mullins - Q3 License","Pitts, Warner and Mullins",decisionmakerboughtin,23500.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507580130520,Flores LLC - Q3 License,Flores LLC,presentationscheduled,28300.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507452939480,"Frazier, Ramirez and Brown - Q3 License","Frazier, Ramirez and Brown",decisionmakerboughtin,44100.0,1,0,0.48,4.3,9.0,8.0,4.3,hubspot
507551578358,"Bryan, Lam and Hayes - Q3 License","Bryan, Lam and Hayes",qualifiedtobuy,12100.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
507580132548,Marsh-Dougherty - Q3 License,Marsh-Dougherty,qualifiedtobuy,62500.0,1,0,0.48,3.7,9.0,8.0,3.7,hubspot
507500605636,Miller and Sons - Q3 License,Miller and Sons,qualifiedtobuy,26800.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507511401684,Mullen-Jones - Q3 License,Mullen-Jones,presentationscheduled,19600.0,1,0,0.48,3.5,9.0,8.0,3.5,hubspot
507507860695,"Weaver, Anderson and Reed - Q3 License","Weaver, Anderson and Reed",presentationscheduled,12500.0,1,0,0.48,2.5,8.0,7.0,2.5,hubspot
